aciertos_totales,vidas_perdidas,pistas_usadas,tiempo_total_segundos,max_racha_correctas,errores_traducir,errores_completar,errores_imagenes,nivel_asignado
3,8,8,342,1,3,4,1,Basico
6,1,1,127,1,0,1,0,Basico
8,10,4,94,3,5,4,1,Basico
2,0,2,368,2,0,0,0,Basico
6,2,2,213,0,1,1,0,Basico
6,0,0,300,4,0,0,0,Basico
4,1,1,233,1,0,0,1,Basico
5,4,3,198,4,2,2,0,Basico
4,7,8,261,2,3,0,4,Basico
3,9,7,316,2,5,4,0,Basico
1,4,2,366,0,2,1,1,Basico
3,3,4,370,3,3,0,0,Basico
0,8,8,429,0,4,1,3,Basico
4,0,3,269,2,0,0,0,Basico
4,2,4,178,3,0,2,0,Basico
5,5,6,327,1,2,2,1,Basico
6,7,6,145,3,3,3,1,Basico
6,2,3,205,2,2,0,0,Basico
2,1,3,514,2,0,1,0,Basico
10,2,4,42,7,1,0,1,Intermedio
7,4,3,166,3,1,1,2,Basico
8,1,0,112,4,1,0,0,Basico+
3,3,4,287,1,0,2,1,Basico
5,8,6,174,1,3,3,2,Basico
7,2,1,177,5,0,2,0,Basico+
3,6,5,284,1,2,3,1,Intermedio
10,3,3,50,2,3,0,0,Basico+
5,4,4,228,4,3,1,0,Basico
2,5,4,310,1,3,0,2,Basico
5,8,7,221,4,2,6,0,Basico
0,3,1,303,0,2,1,0,Basico
5,4,3,233,1,0,1,3,Basico
5,9,9,291,0,5,2,2,Basico
6,1,1,281,5,0,0,1,Basico
5,9,7,216,3,4,0,5,Basico
10,10,10,103,3,6,0,4,Basico+
8,1,3,134,5,1,0,0,Basico+
7,4,3,155,4,2,2,0,Basico+
4,3,2,354,2,1,1,1,Basico
8,7,9,116,6,2,2,3,Basico+
8,0,3,80,6,0,0,0,Intermedio
10,2,2,74,7,0,0,2,Intermedio
0,6,7,521,0,3,3,0,Basico
3,3,3,265,1,2,1,0,Intermedio
2,7,7,305,2,3,0,4,Basico
9,1,2,147,3,0,1,0,Basico+
4,8,3,226,2,5,3,0,Basico
6,6,6,233,3,0,4,2,Basico
5,7,4,221,3,4,2,1,Basico
4,6,5,230,1,4,1,1,Basico
6,7,7,192,5,5,1,1,Basico
6,4,3,182,4,2,1,1,Basico
8,8,5,151,5,3,3,2,Basico+
7,9,5,183,2,6,2,1,Basico
4,1,0,205,0,1,0,0,Basico
6,10,10,217,2,4,4,2,Basico
6,1,1,170,1,0,1,0,Basico
4,1,1,227,1,0,1,0,Basico
6,0,0,224,1,0,0,0,Basico
2,1,1,276,1,1,0,0,Basico
3,6,6,415,1,2,3,1,Basico
1,6,5,442,0,1,4,1,Basico
2,1,0,324,1,0,0,1,Basico+
2,0,1,342,0,0,0,0,Basico
0,3,2,447,0,0,2,1,Basico
4,2,2,384,0,1,1,0,Basico
1,1,0,393,0,1,0,0,Basico+
0,9,4,371,0,4,3,2,Basico
9,8,8,54,7,2,2,4,Basico+
10,8,7,68,10,5,2,1,Intermedio
4,2,2,276,4,1,0,1,Basico
5,10,7,162,4,5,1,4,Basico
8,7,5,139,4,4,2,1,Basico+
5,4,1,206,2,1,1,2,Basico
2,4,5,262,2,3,1,0,Basico
2,3,2,252,1,2,1,0,Intermedio
2,4,2,291,0,0,4,0,Basico
2,9,6,224,1,6,1,2,Basico
2,9,5,393,1,2,3,4,Basico
6,9,4,170,3,3,5,1,Basico
5,5,3,211,2,2,1,2,Basico
6,2,2,169,3,0,1,1,Basico
2,3,4,296,2,2,1,0,Basico
0,4,4,408,0,2,2,0,Basico
5,8,3,266,4,3,4,1,Basico
2,5,4,445,1,1,3,1,Basico
6,10,2,231,4,5,5,0,Basico
3,8,8,263,1,4,2,2,Basico
2,0,2,288,1,0,0,0,Basico
8,4,4,106,4,3,0,1,Basico+
0,3,2,384,0,2,1,0,Basico
3,1,3,366,1,1,0,0,Basico
2,8,8,382,1,5,1,2,Basico
3,0,1,259,1,0,0,0,Basico
5,1,2,197,2,1,0,0,Basico
3,8,7,266,2,2,4,2,Basico
6,2,2,149,2,0,1,1,Basico
5,0,0,337,3,0,0,0,Basico
2,8,8,376,1,5,3,0,Basico
3,7,6,236,2,6,1,0,Basico
6,5,4,189,1,2,1,2,Basico
7,2,4,208,3,1,0,1,Basico
2,5,3,289,1,2,2,1,Basico
2,8,7,296,1,1,2,5,Basico
5,4,2,141,4,1,2,1,Basico
4,2,4,182,2,1,1,0,Basico
5,5,4,188,4,0,2,3,Basico
0,7,6,604,0,2,2,3,Basico+
4,1,0,295,2,0,1,0,Basico
6,6,5,221,3,2,2,2,Basico
1,6,1,425,0,0,4,2,Basico
5,7,9,163,2,1,4,2,Basico
1,4,1,271,0,1,2,1,Basico
6,7,7,289,4,2,5,0,Basico
7,3,1,216,3,2,1,0,Basico
6,5,2,277,3,2,2,1,Basico
2,0,2,388,1,0,0,0,Basico
2,4,3,285,1,1,3,0,Basico
8,6,6,100,6,3,3,0,Basico+
6,0,0,234,3,0,0,0,Basico
5,10,2,209,2,4,3,3,Basico
5,1,0,314,2,1,0,0,Basico
2,0,1,308,1,0,0,0,Basico
8,9,10,79,3,6,1,2,Basico+
4,7,7,196,2,1,1,5,Basico
7,7,4,175,5,4,3,0,Basico
6,9,4,266,1,4,2,3,Basico
7,8,9,168,3,1,4,3,Basico
5,5,3,304,5,4,1,0,Basico
5,3,2,218,2,2,1,0,Intermedio
4,10,9,280,2,8,2,0,Basico
2,4,6,317,0,2,1,1,Basico
2,9,5,334,1,4,3,2,Basico
9,6,6,179,2,2,2,2,Basico+
3,9,7,204,1,3,3,3,Basico
6,7,6,160,5,3,3,1,Basico
1,8,4,350,0,5,2,1,Basico
8,7,8,106,6,2,4,1,Basico
0,2,2,505,0,2,0,0,Basico
10,6,1,80,10,3,2,1,Intermedio
7,7,7,171,3,3,1,3,Basico
8,4,3,151,2,2,1,1,Basico+
4,2,2,276,0,1,0,1,Basico
1,7,5,234,0,6,1,0,Basico
6,5,3,275,5,3,2,0,Basico
10,7,8,82,5,2,3,2,Basico+
6,9,6,154,0,6,3,0,Basico
6,2,2,194,4,0,2,0,Basico
2,6,3,263,1,2,4,0,Basico
2,7,3,355,1,3,2,2,Intermedio
5,2,2,293,2,0,2,0,Intermedio
7,4,5,104,3,2,1,1,Basico+
8,4,4,112,7,1,0,3,Basico+
3,8,5,257,2,5,2,1,Basico
2,1,0,315,1,1,0,0,Basico
4,4,6,324,1,2,1,1,Basico
10,8,10,112,0,4,2,2,Basico+
5,5,6,360,2,1,2,2,Basico
3,8,3,377,1,7,0,1,Basico
2,2,4,393,1,1,0,1,Basico
4,4,3,258,2,2,1,1,Basico
6,4,2,257,3,1,2,1,Basico
1,9,7,431,0,4,2,3,Basico
2,1,1,273,0,1,0,0,Basico
0,3,4,440,0,0,2,1,Basico
2,5,4,351,1,3,2,0,Basico+
0,8,9,318,0,6,1,1,Basico
5,0,3,226,4,0,0,0,Basico
6,5,6,193,6,4,1,0,Basico
8,6,6,75,4,2,4,0,Basico+
5,3,2,256,4,1,1,1,Basico
7,9,9,114,7,5,2,2,Basico+
4,8,4,287,2,4,0,4,Basico
2,0,3,442,1,0,0,0,Basico
2,6,7,417,1,1,3,2,Basico
2,7,7,269,2,3,2,2,Basico
9,4,4,162,5,2,1,1,Basico
3,6,4,371,1,1,2,3,Basico
3,5,6,275,1,2,3,0,Basico
3,6,4,287,2,4,2,0,Basico
4,9,7,301,1,6,2,1,Basico
5,1,0,157,2,1,0,0,Basico
2,6,2,466,1,3,1,2,Basico
2,5,3,230,0,1,0,4,Basico
5,1,2,201,2,1,0,0,Basico
9,3,0,86,7,0,2,1,Intermedio
1,3,2,355,0,1,1,1,Basico
2,5,2,374,1,3,1,1,Intermedio
4,8,7,209,3,5,2,1,Basico
10,5,3,125,8,4,0,1,Intermedio
2,10,6,384,1,3,3,4,Basico
0,4,1,300,0,4,0,0,Basico
2,5,5,294,1,3,2,0,Basico
2,3,4,338,1,0,1,2,Basico
5,5,7,303,2,2,1,2,Basico
2,7,5,398,0,1,5,1,Basico
3,3,4,371,0,1,1,1,Basico
6,6,8,304,3,1,4,1,Basico
10,3,3,35,6,0,3,0,Intermedio
8,5,5,137,1,2,2,1,Basico
0,8,6,422,0,3,4,1,Basico
6,6,6,160,0,3,1,2,Basico
4,4,1,245,2,3,1,0,Basico
6,5,4,175,0,2,1,2,Basico
1,6,5,295,0,3,0,3,Basico
2,8,4,256,0,5,1,2,Basico
3,4,1,256,1,2,2,0,Basico
8,10,8,89,3,5,2,3,Basico+
5,7,6,314,2,4,2,1,Basico
6,5,5,219,0,0,2,3,Basico
5,0,2,185,2,0,0,0,Basico
2,5,3,333,1,4,1,0,Basico
6,3,2,289,4,2,0,1,Basico
2,3,4,351,0,0,3,0,Basico
5,4,3,276,3,2,2,0,Basico
1,1,2,442,0,1,0,0,Basico
9,7,6,63,4,3,2,2,Basico+
3,6,6,224,1,2,3,1,Basico
3,7,5,295,1,4,3,0,Basico
0,1,2,308,0,0,0,1,Basico
8,6,7,135,7,5,1,0,Basico+
2,3,3,318,1,3,0,0,Basico
6,5,2,217,4,5,0,0,Basico
5,4,3,286,4,3,1,0,Intermedio
2,3,3,408,1,0,2,1,Basico
5,8,10,187,3,5,3,0,Basico
3,0,1,233,1,0,0,0,Basico
6,4,3,143,4,2,1,1,Basico
6,6,6,207,1,1,2,3,Basico
5,3,2,143,4,1,2,0,Basico
2,2,1,437,0,1,1,0,Basico
5,3,5,332,2,2,0,1,Basico
4,3,3,209,3,1,2,0,Basico
10,1,0,67,6,0,1,0,Intermedio
6,8,8,191,4,5,2,1,Basico
6,0,0,160,2,0,0,0,Basico+
4,2,2,306,1,0,2,0,Basico
4,7,5,237,1,4,2,1,Basico
1,1,3,325,0,0,0,1,Basico
10,8,5,80,3,6,0,2,Basico+
3,4,2,368,1,4,0,0,Basico
7,3,2,130,3,1,2,0,Basico+
4,3,5,259,4,1,2,0,Basico+
4,8,8,266,2,3,3,2,Basico
7,3,4,93,6,3,0,0,Basico+
5,5,5,210,3,3,0,2,Basico
3,9,3,241,1,4,2,3,Basico
2,8,9,424,1,5,3,0,Basico
4,0,0,239,3,0,0,0,Basico
8,5,4,189,0,2,3,0,Basico
7,4,1,288,3,2,1,1,Basico
1,6,4,406,0,4,2,0,Basico
8,7,2,220,2,4,2,1,Basico
4,6,1,267,4,1,1,4,Intermedio
5,6,7,235,4,1,3,2,Basico
7,8,2,128,5,5,2,1,Basico+
7,7,4,138,5,5,1,1,Basico+
7,9,4,193,5,5,3,1,Basico
10,3,3,55,6,1,0,2,Intermedio
9,3,3,115,7,1,2,0,Basico
3,6,2,291,2,3,3,0,Basico
10,4,5,40,6,1,1,2,Intermedio
6,0,1,323,3,0,0,0,Basico
5,10,5,182,3,2,5,3,Intermedio
3,8,2,282,2,2,3,3,Basico
8,0,2,144,7,0,0,0,Basico+
0,1,2,469,0,0,1,0,Basico
1,1,2,459,0,1,0,0,Basico
1,3,5,356,0,0,3,0,Basico
9,3,5,56,3,2,1,0,Basico+
5,4,3,182,4,1,3,0,Basico
4,9,6,161,2,5,1,3,Basico
3,6,4,215,2,3,1,2,Basico
3,4,4,317,0,2,1,1,Basico
10,3,3,76,8,1,1,1,Intermedio
0,7,3,328,0,6,0,1,Basico
6,5,3,228,3,3,1,1,Basico
2,6,3,317,0,3,3,0,Basico
1,9,9,447,0,1,3,5,Basico+
2,5,3,336,1,2,1,2,Basico
3,3,2,212,1,0,3,0,Intermedio
5,0,3,206,2,0,0,0,Basico
1,8,5,468,1,4,1,3,Basico
6,5,6,219,3,3,2,0,Basico
6,5,4,184,5,1,2,2,Basico+
6,1,3,182,3,1,0,0,Basico
4,4,3,252,1,3,0,1,Basico
6,3,2,200,5,1,1,1,Basico
6,9,10,147,4,1,4,4,Basico
0,3,4,334,0,1,1,1,Basico
4,3,4,275,2,1,2,0,Basico
7,7,4,128,5,2,3,2,Basico+
3,7,8,276,1,6,1,0,Basico
3,5,7,221,1,0,1,4,Basico
10,2,3,20,8,2,0,0,Intermedio
5,2,4,234,4,1,1,0,Basico
4,1,2,159,2,1,0,0,Basico
0,3,3,438,0,3,0,0,Basico
5,0,1,165,2,0,0,0,Basico
1,9,6,399,1,4,4,1,Basico
5,8,8,157,2,4,0,4,Basico+
1,4,4,354,1,4,0,0,Basico
7,5,4,173,4,2,2,1,Basico
6,8,7,247,2,0,5,3,Basico
2,0,1,530,1,0,0,0,Basico
2,0,3,223,1,0,0,0,Basico
2,7,3,237,0,1,5,1,Basico
0,4,2,445,0,2,2,0,Basico
9,0,3,96,5,0,0,0,Basico
5,8,7,162,4,3,3,2,Basico
2,1,3,227,1,1,0,0,Basico
2,6,6,367,1,2,2,2,Basico
6,4,1,235,5,2,2,0,Basico
6,9,10,105,3,3,3,3,Basico
6,0,0,126,2,0,0,0,Basico+
5,7,7,179,2,5,0,2,Basico
6,6,4,256,2,3,1,2,Basico
2,8,7,315,1,5,2,1,Basico
0,4,0,387,0,2,1,1,Basico
9,10,10,112,2,6,3,1,Basico
7,10,7,150,5,5,0,5,Basico
4,1,0,383,3,0,1,0,Basico
3,3,3,338,2,2,1,0,Basico+
10,8,5,25,5,4,2,2,Basico+
5,8,5,208,0,1,4,3,Basico
3,0,2,282,2,0,0,0,Basico
10,3,2,31,9,1,0,2,Basico
4,9,3,205,2,1,6,2,Basico
7,7,7,183,7,0,4,3,Basico+
6,8,5,224,2,5,3,0,Basico
6,4,2,114,4,3,1,0,Intermedio
7,4,4,139,3,2,1,1,Basico+
6,8,7,279,5,4,3,1,Basico
3,8,8,342,1,4,2,2,Basico
1,0,3,440,1,0,0,0,Intermedio
4,5,7,281,3,0,5,0,Basico
5,0,1,265,2,0,0,0,Basico
6,9,2,233,4,4,4,1,Basico
3,10,5,283,1,5,1,4,Basico
9,1,3,33,6,0,1,0,Intermedio
2,7,8,241,1,3,3,1,Basico
1,0,3,386,0,0,0,0,Basico
4,3,2,280,1,2,1,0,Basico
3,6,2,428,2,4,2,0,Basico
5,6,3,166,1,4,1,1,Intermedio
2,4,3,241,1,3,1,0,Basico
6,1,3,147,4,0,1,0,Basico+
6,9,8,135,5,4,3,2,Basico
6,1,0,208,5,1,0,0,Basico+
4,3,0,200,0,2,1,0,Basico
3,5,3,378,2,0,2,3,Basico
2,8,7,415,1,5,2,1,Basico
2,3,2,376,1,2,1,0,Basico
9,9,8,111,3,3,3,3,Basico+
6,4,5,265,0,2,2,0,Basico
3,4,3,352,1,1,3,0,Basico
4,3,4,284,1,2,0,1,Basico
3,3,2,329,2,1,1,1,Basico+
3,9,6,215,3,2,4,3,Intermedio
5,4,3,297,4,3,0,1,Basico
5,5,5,296,2,2,2,1,Basico
8,0,0,258,4,0,0,0,Basico+
9,10,8,33,8,6,1,3,Basico+
2,9,6,368,1,1,8,0,Basico
8,2,3,206,4,1,0,1,Basico+
1,9,9,420,0,2,4,3,Intermedio
8,5,2,108,7,3,1,1,Basico+
3,2,3,334,1,0,1,1,Basico
0,7,1,470,0,5,1,1,Basico
9,4,6,57,2,2,2,0,Basico+
10,3,2,40,5,2,1,0,Intermedio
2,2,4,396,1,1,0,1,Basico
6,4,2,248,3,1,3,0,Basico
8,0,3,44,4,0,0,0,Basico+
7,2,2,94,6,0,1,1,Basico+
2,7,6,384,1,3,3,1,Basico
3,3,2,339,1,3,0,0,Basico
2,1,1,346,0,0,1,0,Basico
10,2,1,84,2,0,2,0,Basico+
7,8,7,100,6,3,2,3,Basico+
4,9,7,249,2,4,4,1,Basico
4,7,5,198,3,3,2,2,Basico
4,10,6,304,1,3,5,2,Basico
8,7,5,80,7,1,3,3,Basico+
5,4,1,146,2,1,1,2,Basico
3,0,0,232,1,0,0,0,Basico
0,6,4,455,0,4,1,1,Basico
2,1,1,355,1,0,1,0,Basico+
5,0,2,207,4,0,0,0,Basico
6,0,0,177,5,0,0,0,Basico+
1,1,3,376,0,0,0,1,Basico
1,1,3,373,0,0,0,1,Basico
2,3,1,370,1,2,0,1,Basico
7,9,8,93,0,4,5,0,Basico
3,3,1,337,2,2,0,1,Basico
1,3,2,530,0,2,1,0,Basico
2,5,6,424,2,2,3,0,Basico
7,6,5,124,2,3,2,1,Basico
5,2,0,226,2,1,1,0,Intermedio
6,6,6,315,4,3,1,2,Basico
8,8,4,165,3,2,4,2,Basico
2,10,5,348,1,5,5,0,Basico
8,5,3,98,6,4,1,0,Basico+
5,6,3,223,4,3,3,0,Basico
5,7,4,189,1,3,3,1,Basico+
0,2,2,453,0,1,1,0,Basico
5,9,5,301,3,2,2,5,Basico
0,4,0,404,0,3,1,0,Basico
6,5,7,171,4,1,2,2,Basico
0,1,0,314,0,1,0,0,Basico
3,0,3,235,3,0,0,0,Basico
6,3,4,211,3,3,0,0,Basico
8,0,3,174,5,0,0,0,Basico+
6,3,2,193,4,2,0,1,Basico
8,7,5,134,5,4,3,0,Basico+
8,6,5,130,3,3,2,1,Basico+
5,2,4,288,3,2,0,0,Basico
8,6,4,169,0,2,1,3,Intermedio
0,8,5,599,0,3,1,4,Basico
8,7,6,217,3,3,1,3,Basico
5,6,4,224,3,5,1,0,Basico
2,9,8,325,0,4,3,2,Basico
3,3,2,399,0,1,1,1,Basico
7,2,2,218,3,1,1,0,Basico
5,9,10,250,3,4,3,2,Basico
9,7,5,91,1,2,2,3,Basico+
7,9,8,145,1,3,2,4,Basico
3,8,4,192,1,4,2,2,Basico
10,5,4,20,9,2,2,1,Intermedio
5,9,10,191,4,3,6,0,Basico
4,4,5,240,4,3,1,0,Intermedio
4,1,1,293,1,1,0,0,Basico
5,9,6,240,1,5,2,2,Basico
3,0,2,278,1,0,0,0,Basico
6,1,2,180,4,0,1,0,Basico+
5,6,6,292,5,2,4,0,Intermedio
4,3,1,312,4,1,0,2,Basico
2,4,6,297,1,1,2,1,Basico
5,5,3,147,5,0,3,2,Basico
6,5,3,235,2,5,0,0,Basico
6,3,5,239,5,2,0,1,Basico
7,5,3,183,6,2,2,1,Basico+
1,0,1,423,1,0,0,0,Basico
4,5,5,249,3,0,3,2,Basico
5,7,4,250,3,4,2,1,Basico
7,6,4,79,0,4,1,1,Basico
3,3,3,303,1,2,1,0,Basico
9,0,3,26,6,0,0,0,Basico
6,7,7,219,5,3,1,3,Basico
7,5,2,159,3,0,4,1,Basico
3,7,9,263,1,4,3,0,Basico
3,7,1,337,2,4,1,2,Basico
0,2,3,446,0,0,2,0,Basico
1,3,5,288,0,1,0,2,Basico
9,2,3,92,6,1,1,0,Basico+
1,3,4,266,0,1,1,1,Basico
5,4,1,213,4,0,1,3,Basico
3,1,1,342,1,0,1,0,Basico
8,2,0,152,2,1,1,0,Basico+
2,0,3,305,1,0,0,0,Basico
6,0,3,115,2,0,0,0,Basico+
4,8,7,231,3,2,3,3,Basico
5,2,1,343,2,0,2,0,Basico
8,3,2,167,7,2,0,1,Basico+
3,2,3,314,2,1,0,1,Basico
1,6,1,309,0,4,1,1,Basico
8,0,1,229,7,0,0,0,Basico+
3,7,3,289,1,3,3,1,Basico
10,3,4,22,7,0,1,2,Intermedio
2,0,2,319,1,0,0,0,Basico
4,9,7,270,2,3,4,2,Basico
6,0,0,286,2,0,0,0,Basico
0,7,5,437,0,1,4,2,Basico
7,8,7,189,6,5,1,2,Basico
7,4,1,113,6,2,0,2,Basico+
2,7,3,392,1,2,4,1,Basico
4,9,6,253,3,5,4,0,Basico
0,4,3,324,0,2,0,2,Basico
5,5,5,178,4,4,1,0,Basico+
3,1,2,275,0,0,0,1,Basico
6,0,1,124,1,0,0,0,Basico+
5,0,0,291,4,0,0,0,Basico
8,2,2,135,7,2,0,0,Basico+
10,7,6,20,4,5,1,1,Basico+
1,5,4,372,0,3,1,1,Basico
6,0,2,346,4,0,0,0,Basico
7,0,2,189,4,0,0,0,Basico+
8,2,0,101,5,1,1,0,Basico+
6,3,4,237,4,2,0,1,Basico
7,3,5,237,3,0,3,0,Basico
6,0,0,235,6,0,0,0,Basico+
10,4,5,28,3,1,2,1,Basico+
6,6,6,229,5,1,4,1,Basico
9,7,7,36,4,5,2,0,Basico+
6,1,3,150,6,1,0,0,Basico+
2,8,2,375,0,5,1,2,Basico
6,4,4,226,5,1,1,2,Basico
6,4,3,204,2,1,3,0,Basico
2,4,5,246,0,1,3,0,Basico
7,9,6,154,6,3,2,4,Basico
4,7,6,306,1,3,2,2,Basico
3,6,6,334,3,1,5,0,Basico
0,6,6,425,0,4,1,1,Basico
9,8,5,159,6,5,1,2,Basico+
5,8,8,196,3,2,6,0,Basico
0,9,9,332,0,3,4,2,Basico
4,3,5,190,2,1,1,1,Basico
6,2,2,129,0,2,0,0,Basico
9,7,7,79,3,2,3,2,Basico+
8,8,7,158,4,0,4,4,Basico+
6,9,7,130,2,4,4,1,Basico
5,3,1,194,4,0,1,2,Basico
0,6,7,355,0,3,2,1,Basico
0,7,3,271,0,3,3,1,Basico
7,10,5,184,3,5,5,0,Basico
5,7,5,219,4,6,1,0,Basico
4,3,3,307,3,2,1,0,Intermedio
0,1,1,471,0,1,0,0,Basico
2,5,1,343,1,3,1,1,Basico
1,9,7,322,0,1,6,2,Basico
6,3,4,200,4,1,1,1,Basico
1,2,3,443,0,1,0,1,Basico
1,9,9,285,0,1,8,0,Intermedio
6,3,3,130,3,2,0,1,Basico
6,3,2,190,5,2,0,1,Basico
6,6,7,232,2,3,3,0,Basico
5,7,4,165,2,3,1,3,Basico
2,9,4,294,1,4,3,2,Basico
4,1,1,245,3,0,0,1,Basico
3,2,3,271,1,0,0,2,Basico
2,6,4,325,1,6,0,0,Basico
0,6,7,434,0,2,4,0,Intermedio
6,3,2,259,5,0,1,2,Basico
5,9,7,284,4,5,2,2,Basico
2,1,0,413,1,0,0,1,Basico
4,3,1,276,1,1,2,0,Basico
4,9,4,238,3,7,2,0,Basico
2,8,9,437,1,5,2,1,Basico
6,1,1,247,2,0,1,0,Basico
3,7,5,254,0,5,2,0,Basico
1,4,2,470,0,2,1,1,Basico+
4,8,4,378,2,3,1,4,Basico
3,4,3,352,1,2,1,1,Basico
8,2,1,101,6,0,2,0,Basico+
1,6,6,352,1,4,2,0,Basico
3,6,3,278,1,4,1,1,Basico
5,9,9,250,3,5,4,0,Basico
3,6,4,243,2,2,3,1,Basico
5,4,3,130,0,4,0,0,Basico
7,4,2,93,0,0,2,2,Basico
9,8,8,92,5,0,5,3,Basico+
6,9,10,199,4,4,2,3,Basico
5,2,3,203,2,1,1,0,Basico
7,6,3,215,4,1,2,3,Basico
2,9,3,331,0,6,3,0,Basico
9,2,3,113,6,0,1,1,Basico+
4,6,6,275,1,2,2,2,Basico
10,4,2,85,2,1,2,1,Basico+
3,9,7,331,2,1,7,1,Basico
3,4,3,388,1,3,1,0,Basico
0,6,5,414,0,3,2,1,Basico
8,3,4,218,4,2,0,1,Basico+
3,9,5,256,2,4,3,2,Basico
3,0,3,393,2,0,0,0,Basico
0,5,3,379,0,4,0,1,Basico
5,7,3,343,2,3,2,2,Basico
2,8,3,228,1,3,2,3,Basico
1,8,4,268,0,3,5,0,Basico
4,8,8,290,4,3,4,1,Basico
1,2,1,474,0,2,0,0,Basico
3,0,2,252,1,0,0,0,Basico
7,4,3,181,6,2,1,1,Basico+
6,9,10,224,2,2,3,4,Basico
8,1,2,162,8,1,0,0,Basico+
10,0,2,48,4,0,0,0,Intermedio
8,4,3,196,7,3,0,1,Basico+
5,6,4,212,2,5,0,1,Basico
8,2,3,80,7,1,1,0,Basico+
5,0,0,170,2,0,0,0,Basico
9,3,2,66,4,1,1,1,Basico+
10,9,7,36,1,2,3,4,Basico+
6,4,3,160,3,0,4,0,Basico
2,2,4,252,0,0,1,1,Basico
4,7,6,285,1,3,3,1,Basico
8,2,2,61,1,2,0,0,Basico+
7,6,7,120,4,4,1,1,Basico+
4,8,10,219,1,3,3,2,Basico
10,3,5,20,4,1,2,0,Intermedio
10,1,3,159,9,1,0,0,Intermedio
10,2,3,156,10,0,1,1,Intermedio
3,1,0,296,1,0,0,1,Basico
10,9,7,20,9,6,2,1,Basico+
6,4,3,158,2,0,1,3,Basico
4,4,4,187,1,4,0,0,Basico
0,0,3,345,0,0,0,0,Basico
2,3,3,265,1,2,1,0,Basico
5,2,4,212,2,0,0,2,Basico
7,3,4,201,4,2,0,1,Basico+
4,4,2,334,2,3,1,0,Basico
7,7,5,138,5,4,2,1,Basico+
8,0,0,237,5,0,0,0,Basico+
6,3,2,168,5,1,1,1,Basico+
9,5,1,102,2,3,1,1,Basico+
5,3,3,313,3,2,1,0,Basico
1,3,2,401,0,2,1,0,Basico
3,9,10,313,2,7,1,1,Basico
8,2,1,190,6,1,1,0,Basico+
7,4,4,178,3,2,1,1,Basico
3,5,4,286,2,2,2,1,Basico
2,9,2,374,1,3,4,2,Basico
9,9,6,124,2,2,2,5,Basico+
0,5,3,466,0,1,3,1,Basico
5,4,4,220,1,3,1,0,Basico
4,7,4,207,3,3,1,3,Basico
9,4,3,109,4,1,3,0,Basico+
7,1,2,238,5,1,0,0,Basico+
6,8,1,331,3,7,1,0,Basico
5,2,4,165,1,1,1,0,Basico
8,1,0,137,4,1,0,0,Basico+
3,5,7,386,1,3,2,0,Basico
7,6,4,187,7,1,4,1,Basico+
4,10,4,238,1,4,4,2,Basico
5,7,3,170,2,4,3,0,Basico
6,1,3,162,3,1,0,0,Basico+
4,2,3,204,1,1,1,0,Basico
6,0,0,244,2,0,0,0,Basico
2,1,2,470,2,1,0,0,Basico
5,6,4,247,2,3,2,1,Basico
2,5,7,372,2,0,3,2,Basico
5,5,4,181,1,2,1,2,Intermedio
5,0,0,323,1,0,0,0,Basico
6,9,8,200,5,3,5,1,Intermedio
0,8,6,407,0,1,5,2,Intermedio
4,2,3,263,3,1,0,1,Basico
3,1,0,321,2,0,1,0,Basico+
2,3,2,378,1,0,2,1,Basico
4,0,0,249,4,0,0,0,Basico
6,3,3,225,3,1,1,1,Intermedio
4,8,5,277,4,4,3,1,Basico
2,5,3,423,2,1,2,2,Basico
8,6,4,82,4,4,0,2,Basico+
1,9,7,258,0,2,4,3,Intermedio
4,8,7,308,2,6,1,1,Basico
0,6,3,406,0,0,4,2,Basico
6,4,1,158,6,1,2,1,Basico+
8,2,2,25,7,2,0,0,Intermedio
7,7,8,147,2,2,4,1,Intermedio
1,4,2,397,0,1,2,1,Basico
6,8,3,159,5,3,4,1,Basico
0,10,2,414,0,2,5,3,Basico
7,8,8,310,6,3,4,1,Basico
6,7,4,224,2,2,1,4,Basico
6,0,0,256,0,0,0,0,Basico
6,3,2,145,3,0,2,1,Basico
5,4,6,318,2,2,2,0,Basico
9,6,5,42,3,3,1,2,Basico+
2,6,4,385,1,2,3,1,Basico
4,9,3,299,2,6,2,1,Basico
5,8,7,222,3,5,1,2,Basico
4,9,7,169,2,5,3,1,Basico
6,3,2,224,3,3,0,0,Basico
0,2,4,374,0,0,2,0,Intermedio
5,4,3,186,3,2,1,1,Basico
4,0,3,323,2,0,0,0,Basico
10,3,2,20,5,0,1,2,Intermedio
2,1,3,320,0,0,1,0,Basico
6,4,5,194,5,3,0,1,Basico
10,4,5,20,8,1,3,0,Intermedio
3,7,8,431,2,2,2,3,Basico
1,7,8,326,0,3,1,3,Basico
6,3,3,93,3,2,0,1,Basico+
6,9,8,217,3,2,5,2,Basico
7,0,2,111,4,0,0,0,Basico+
6,4,0,198,5,3,1,0,Basico
3,6,7,246,1,0,4,2,Basico
1,7,2,401,0,4,2,1,Basico
2,4,5,344,0,1,2,1,Basico
2,8,7,342,1,4,3,1,Basico
5,1,1,323,1,0,0,1,Basico
7,4,3,137,5,1,3,0,Basico+
4,8,6,179,3,3,4,1,Basico
2,5,5,361,0,2,3,0,Basico
6,0,0,133,2,0,0,0,Basico+
4,5,4,209,2,3,1,1,Basico
